Player, Age, Team, Pos, GP, G, A, PTS, +/-, PIM, PS, EV, PP, SH, GW, EV, PP, SH, S, S%, TOI, ATOI, BLK, HIT, FOW, FOL, FO%
Riley Tufte,24,DAL,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,6.3,24,7:57,0,6,0,0,
Urho Vaakanainen,24,ANA,D,9,0,0,0,-5,0,-0.2,0,0,0,0,0,0,0,8,0,150,16:41,11,6,0,0,
Juuso Valimaki,24,ARI,D,29,2,6,8,-1,12,1.3,2,0,0,0,2,4,0,25,14,441,15:12,27,15,0,0,
James van Riemsdyk,33,PHI,LW,15,5,8,13,1,8,1.4,3,2,0,0,6,2,0,34,7.3,249,16:36,5,5,0,2,
Trevor van Riemsdyk,31,WSH,D,37,4,4,8,4,15,2.2,4,0,0,0,3,1,0,30,13.6,650,17:34,73,13,0,0,
Frank Vatrano,28,ANA,LW,35,6,9,15,-12,26,0.6,5,1,0,0,8,1,0,106,13.5,622,17:47,32,49,1,7,
Joe Veleno,23,DET,C,31,4,5,9,4,10,0.7,4,0,0,0,4,1,0,23,0,374,12:04,14,66,82,142,
Carter Verhaeghe,27,FLA,C,34,17,11,28,2,24,3.2,13,4,0,1,9,2,0,101,3.8,595,17:31,11,12,3,5,
Jimmy Vesey,29,NYR,LW,35,6,6,12,7,4,1.2,5,0,1,2,6,0,0,57,0,480,13:42,24,50,3,7,
Jeffrey Viel,26,SJS,F,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,7:22,1,2,0,0,
Gabriel Vilardi,23,LAK,C,37,15,8,23,3,8,2.6,11,4,0,3,7,1,0,74,8.1,587,15:51,19,24,33,41,
Marc-Edouard Vlasic,35,SJS,D,36,0,8,8,-12,0,0.7,0,0,0,0,8,0,0,29,0,666,18:31,55,17,0,0,
Jakub Voracek,33,CBJ,RW,11,1,5,6,-7,0,0.2,0,1,0,0,5,0,0,17,25,176,15:58,7,2,1,2,
Jakub Vrana,26,DET,LW,2,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,7.7,23,11:36,0,2,0,1,
Oliver Wahlstrom,22,NYI,RW,35,7,9,16,5,32,1.8,6,1,0,1,9,0,0,70,6.7,426,12:10,15,50,7,13,
Nathan Walker,28,STL,C,20,1,1,2,-2,13,-0.1,1,0,0,1,1,0,0,11,25,196,9:49,18,27,2,2,
Samuel Walker,23,MIN,C,5,1,0,1,2,0,0.2,1,0,0,0,0,0,0,4,7,48,9:34,1,2,0,0,
Sean Walker,28,LAK,D,31,1,6,7,-2,18,0.9,1,0,0,0,6,0,0,41,0,460,14:51,40,32,0,0,
Jake Walman,26,DET,D,16,1,1,2,14,12,1.6,1,0,0,0,1,0,0,32,6.6,275,17:13,25,12,0,0,
Austin Watson,31,OTT,LW,34,2,2,4,-8,36,-0.2,1,0,1,0,2,0,0,32,0,346,10:11,22,82,4,6,
MacKenzie Weegar,29,CGY,D,35,0,7,7,1,26,1.4,0,0,0,0,7,0,0,61,0,738,21:04,52,78,0,0,
Alexander Wennberg,28,SEA,C,32,6,9,15,-3,6,0.6,4,2,0,0,6,3,0,43,12.5,618,19:19,26,19,231,284,
Zach Werenski,25,CBJ,D,13,3,5,8,-6,0,0.9,3,0,0,0,3,2,0,41,13.2,307,23:36,24,5,0,0,
Blake Wheeler,36,WPG,RW,29,9,17,26,1,20,2.5,4,5,0,4,15,2,0,66,8.2,517,17:50,14,18,9,13,
Colin White,26,FLA,C,31,5,7,12,-1,6,0.9,5,0,0,0,7,0,0,37,10.9,360,11:37,9,22,32,44,
Colton White,25,ANA,D,16,0,1,1,-5,6,0,0,0,0,0,1,0,0,10,0,201,12:35,13,9,0,0,
Zach Whitecloud,26,VEG,D,30,1,5,6,0,23,1.3,1,0,0,0,5,0,0,26,13.3,500,16:39,56,50,0,0,
Chris Wideman,33,MTL,D,21,0,4,4,6,41,1.1,0,0,0,0,2,2,0,24,16.3,314,14:58,25,11,0,0,
Maxwell Willman,27,PHI,C,9,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,9,8.5,81,8:58,6,16,0,3,
Miles Wood,27,NJD,LW,33,7,7,14,3,39,1.4,7,0,0,0,7,0,0,86,,443,13:26,8,46,1,4,
Parker Wotherspoon,25,NYI,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,,31,15:22,1,2,0,0,
Shane Wright,19,SEA,C,8,1,1,2,4,2,0.3,1,0,0,0,1,0,0,4,,68,8:29,6,1,10,21,
Arber Xhekaj,22,MTL,D,32,4,6,10,2,65,1.9,3,1,0,0,6,0,0,52,,486,15:11,29,96,0,0,
Kailer Yamamoto,24,EDM,RW,24,2,6,8,6,8,0.4,2,0,0,1,6,0,0,30,,398,16:35,9,42,3,1,
Cameron York,22,PHI,D,8,1,4,5,5,0,1.1,1,0,0,0,3,0,1,4,,148,18:33,10,8,0,0,
Pavel Zacha,25,BOS,C,34,4,17,21,6,6,1.6,3,1,0,1,14,2,1,57,,536,15:45,8,26,37,63,
Filip Zadina,23,DET,RW,9,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,12,,126,13:57,5,9,0,2,
Nikita Zadorov,27,CGY,D,36,4,3,7,10,39,2.4,4,0,0,0,2,1,0,61,,703,19:32,40,86,0,0,
Nikita Zaitsev,31,OTT,D,19,0,3,3,-6,6,0.3,0,0,0,0,3,0,0,6,,318,16:44,33,39,0,0,
Yegor Zamula,22,PHI,D,11,0,2,2,-1,0,0.3,0,0,0,0,2,0,0,6,,151,13:45,8,6,0,0,
Jakub Zboril,25,BOS,D,13,1,0,1,-1,2,0.2,1,0,0,1,0,0,0,8,,176,13:34,11,13,0,0,
Trevor Zegras,21,ANA,C,35,10,15,25,-13,32,1.8,8,2,0,1,9,6,0,76,,692,19:46,11,24,98,152,
Fabian Zetterlund,23,NJD,W,29,5,8,13,9,6,1.4,4,1,0,1,6,2,0,61,,388,13:23,9,23,3,7,
Mika Zibanejad,29,NYR,C,36,15,23,38,9,8,4.1,4,10,1,3,15,8,0,138,,751,20:52,12,30,271,318,
Radim Zohorna,26,CGY,F,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,,41,8:12,0,3,14,12,
Artem Zub,27,OTT,D,14,2,2,4,-1,10,1,2,0,0,0,2,0,0,15,,308,22:01,16,52,0,0,
Mats Zuccarello,35,MIN,LW,34,16,23,39,-4,16,4.1,10,6,0,2,13,10,0,98,,692,20:21,21,22,7,13,
Jason Zucker,31,PIT,LW,30,6,15,21,4,12,1.9,6,0,0,1,9,6,0,71,,462,15:24,9,86,2,9,
